Table;Variable;Enquête complète_LifePAP;Enquête complète_NA;Enquête complète_QLittorea complet;Enquête complète_QLittorea intermédiaire;Enquête complète_QLittorea simplifié;Enquête sensibilisation_LifePAP;Enquête sensibilisation_NA;Enquête sensibilisation_QLittorea complet;Enquête sensibilisation_QLittorea intermédiaire;Enquête sensibilisation_QLittorea simplifié;NA_LifePAP;NA_NA;NA_QLittorea complet;NA_QLittorea intermédiaire;NA_QLittorea simplifié
detailPeche;Durée séjour; 63,04071247;NA; 75,4278729; 85,9880240; 77,45098039;100,0000000;NA; 99,97061416;NA;NA;NA;NA;NA;NA;NA
detailPeche;Fréquence Visites; 80,99236641;NA; 79,9511002; 99,5209581; 98,75222816;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
detailPeche;Hebergement; 70,66157761;NA; 67,2371638; 92,8143713; 92,60249554;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
detailPeche;ID Fiche;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
detailPeche;Influence Date; 67,53180662;NA; 71,2713936; 99,5209581; 96,34581105;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
detailPeche;Influence Destination; 61,95928753;NA; 70,2933985; 99,5209581; 96,25668449;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
detailPeche;Libellé Sortie;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
detailPeche;libelle_sortie;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
detailPeche;Pays;100,00000000;NA; 99,0220049; 99,6407186; 99,82174688;100,0000000;NA; 99,85307082;NA;NA;NA;NA;NA;NA;NA
detailPeche;Précisions remarques; 99,70737913;NA; 86,3080685; 91,4970060; 75,75757576; 76,2714691;NA; 78,04878049;NA;NA;NA;NA;NA;NA;NA
detailPeche;Premier Séjour;  1,73027990;NA; 49,8777506; 96,1676647; 94,74153298;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
detailPeche;Remarques pécheur;100,00000000;NA; 99,7555012; 99,8802395;100,00000000; 49,6248124;NA; 32,73582133;NA;NA;NA;NA;NA;NA;NA
detailPeche;Sensibilisation; 28,34605598;NA; 14,9144254; 18,9221557;  1,33689840;100,0000000;NA; 99,79429915;NA;NA;NA;NA;NA;NA;NA
detailPeche;Sexe - Autre membre; 46,01781170;NA; 57,0904645; 52,0958084; 48,30659537;100,0000000;NA; 99,85307082;NA;NA;NA;NA;NA;NA;NA
detailPeche;Sexe - Pécheur;  9,68193384;NA;  1,2224939;  1,1976048;  0,98039216;100,0000000;NA; 99,76491331;NA;NA;NA;NA;NA;NA;NA
detailPeche;Tri récolte; 37,29007634;NA; 19,8044010; 20,2395210;  3,65418895;100,0000000;NA; 99,79429915;NA;NA;NA;NA;NA;NA;NA
ficheTerrain;auteur saisie;  0,15857913;100;  1,3550136;  1,3422819;  1,09170306;  0,1664724;100;  0,29036005;100;100;100;100;100;100;100
ficheTerrain;code site;  0,50745322;100;  1,3550136;  1,3422819;  1,09170306;  0,1664724;100;  0,46457607;100;100;100;100;100;100;100
ficheTerrain;coefficient marée;  0,72946400;100;  2,5745257;  6,8456376;  1,20087336;  0,1997669;100;  1,42276423;100;100;100;100;100;100;100
ficheTerrain;commentaires;  2,45797653;100; 93,2249322; 94,0939597; 81,87772926;  0,1664724;100; 58,18815331;100;100;100;100;100;100;100
ficheTerrain;couverture nuageuse; 70,83729781;100;  8,1300813; 17,3154362;  2,72925764; 60,0466123;100;  0,87108014;100;100;100;100;100;100;100
ficheTerrain;date sortie;  0,15857913;100;  1,3550136;  1,3422819;  1,09170306;  0,1664724;100;  0,29036005;100;100;100;100;100;100;100
ficheTerrain;direction du vent; 74,37361243;100; 76,5582656; 72,2147651; 98,36244541; 40,0199767;100; 75,31939605;100;100;100;100;100;100;100
ficheTerrain;équipe terrain;  2,34697114;100; 74,7967480; 57,1812081; 37,11790393;  2,8633261;100; 17,85714286;100;100;100;100;100;100;100
ficheTerrain;état de la mer; 87,67840152;100; 61,1111111; 72,2147651; 91,92139738; 71,8495089;100; 59,90127758;100;100;100;100;100;100;100
ficheTerrain;force du vent; 52,53726610;100; 59,8915989; 57,0469799; 37,44541485; 39,6204428;100; 47,70615563;100;100;100;100;100;100;100
ficheTerrain;force du vent en rafale; 99,36568348;100; 65,7181572; 87,2483221; 98,90829694;100,0000000;100; 78,83275261;100;100;100;100;100;100;100
ficheTerrain;hauteur basse mer; 99,82556296;100; 79,4037940; 99,7315436; 97,59825328;100,0000000;100; 96,95121951;100;100;100;100;100;100;100
ficheTerrain;heure début; 22,51823660;100; 21,5447154; 82,4161074; 71,50655022;100,0000000;100; 25,23228804;100;100;100;100;100;100;100
ficheTerrain;heure fin; 98,88994608;100; 29,6747967; 84,4295302; 75,21834061;100,0000000;100; 36,64343786;100;100;100;100;100;100;100
ficheTerrain;heure marée basse; 10,06977482;100;  7,1815718; 42,5503356;  1,85589520;  1,3650741;100;  4,18118467;100;100;100;100;100;100;100
ficheTerrain;ID Fiche;  0,00000000;  0;  0,0000000;  0,0000000;  0,00000000;  0,0000000;  0;  0,00000000;  0;  0;  0;  0;  0;  0;  0
ficheTerrain;libellé campagne; 97,63717095;100;  1,3550136;  1,3422819;  1,09170306;100,0000000;100;  0,29036005;100;100;100;100;100;100;100
ficheTerrain;libellé sortie;  0,15857913;100;  1,3550136;  1,3422819;  1,09170306;  0,1664724;100;  0,29036005;100;100;100;100;100;100;100
ficheTerrain;organisme suivi;  0,31715826;100;  2,4390244;  6,3087248;  2,07423581;  0,1664724;100;  4,29732869;100;100;100;100;100;100;100
ficheTerrain;période; 97,73231843;100;  6,5040650; 14,2281879;  1,96506550; 31,0637589;100;  1,21951220;100;100;100;100;100;100;100
ficheTerrain;précipitations; 67,47542023;100;  4,6070461; 17,8523490;  2,83842795; 34,3266189;100;  1,21951220;100;100;100;100;100;100;100
ficheTerrain;pression atmosphérique; 99,41325722;100; 88,3468835; 69,3959732; 99,78165939;100,0000000;100; 90,73751452;100;100;100;100;100;100;100
ficheTerrain;référent sortie;  1,37963844;100; 14,4986450;  1,3422819;  1,09170306;  2,8633261;100;  1,13240418;100;100;100;100;100;100;100
ficheTerrain;site;  0,50745322;100;  1,3550136;  1,3422819;  1,09170306;  0,1664724;100;  0,46457607;100;100;100;100;100;100;100
ficheTerrain;sous site;100,00000000;100;100,0000000;100,0000000;100,00000000;100,0000000;100;100,00000000;100;100;100;100;100;100;100
ficheTerrain;température; 53,07643514;100; 76,6937669; 48,3221477; 93,44978166; 37,7725986;100; 77,26480836;100;100;100;100;100;100;100
ficheTerrain;territoire;  0,45987948;100;  1,3550136;  1,3422819;  1,09170306;  0,1664724;100;  0,29036005;100;100;100;100;100;100;100
ficheTerrain;type de suivi;  0,15857913;100;  1,3550136;  1,3422819;  1,09170306;  0,1664724;100;  0,29036005;100;100;100;100;100;100;100
ficheTerrain;type protocole;  0,15857913;100;  1,3550136;  1,3422819;  1,09170306;  0,1664724;100;  0,29036005;100;100;100;100;100;100;100
ficheTerrain;version protocole; 27,86235331;100;  2,3035230;  1,4765101;  1,09170306;  0,1664724;100;  1,13240418;100;100;100;100;100;100;100
ficheTerrain;versionProtoSimp;  0,15857913;100;  1,4905149;  1,3422819;  1,09170306;  0,1664724;100;  1,13240418;100;100;100;100;100;100;100
ficheTerrain;zone habitat;100,00000000;100; 96,0704607; 99,7315436; 99,12663755;100,0000000;100; 96,83507549;100;100;100;100;100;100;100
jourPeche;Code Enquète; 97,71103306;NA;  0,0000000;  0,0000000;  0,00000000;100,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
jourPeche;Conformité maille;100,00000000;NA; 99,6478873; 99,8120301; 99,92647059; 52,8430882;NA; 29,90325418;NA;NA;NA;NA;NA;NA;NA
jourPeche;Conformité quantité;100,00000000;NA; 99,6478873; 99,8120301; 99,92647059;100,0000000;NA; 57,51978892;NA;NA;NA;NA;NA;NA;NA
jourPeche;Espece; 13,03136732;NA; 18,5446009; 12,0300752; 10,14705882;100,0000000;NA; 99,91204925;NA;NA;NA;NA;NA;NA;NA
jourPeche;Heure début récolte; 97,82003149;NA; 32,6291080; 88,8157895; 26,76470588;100,0000000;NA; 99,94136617;NA;NA;NA;NA;NA;NA;NA
jourPeche;ID Fiche;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
jourPeche;Libellé Sortie;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
jourPeche;libelle_sortie;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
jourPeche;Nb individus; 52,31924428;NA; 31,9248826; 46,3345865; 16,69117647;100,0000000;NA; 99,91204925;NA;NA;NA;NA;NA;NA;NA
jourPeche;Nb maille; 98,51035485;NA; 46,3615023; 53,6654135; 23,60294118;100,0000000;NA; 99,94136617;NA;NA;NA;NA;NA;NA;NA
jourPeche;Nb pêcheurs récolte;  6,06757902;NA; 16,9014085;  3,1954887;  6,39705882;100,0000000;NA; 99,85341542;NA;NA;NA;NA;NA;NA;NA
jourPeche;Panier vide;  0,10899843;NA; 11,8544601; 33,9285714;  3,97058824;  0,0000000;NA;  0,02931692;NA;NA;NA;NA;NA;NA;NA
jourPeche;Poids maille; 75,33002301;NA; 90,7276995; 98,2142857; 97,86764706;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
jourPeche;Poids récolte; 61,88688386;NA; 86,0328638; 97,7443609; 97,42647059;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
jourPeche;Taille échantillon; 99,17645634;NA; 58,5680751; 96,8984962; 31,02941176;100,0000000;NA; 99,97068308;NA;NA;NA;NA;NA;NA;NA
jourPeche;Temps passé récolte; 18,34806831;NA; 19,4835681;  1,4097744;  4,26470588;100,0000000;NA; 99,85341542;NA;NA;NA;NA;NA;NA;NA
jourPeche;Temps total Peche; 17,02797626;NA;  8,4507042;  4,6992481; 17,20588235;100,0000000;NA; 99,85341542;NA;NA;NA;NA;NA;NA;NA
jourPeche;Tri du panier;100,00000000;NA; 99,8826291; 99,8120301; 99,92647059;100,0000000;NA; 57,75432425;NA;NA;NA;NA;NA;NA;NA
jourPeche;Type évaluation; 97,82003149;NA; 18,5446009; 12,0300752; 10,14705882;100,0000000;NA; 99,91204925;NA;NA;NA;NA;NA;NA;NA
jourPeche;Type évaluation maille; 97,82003149;NA; 18,5446009; 12,0300752; 10,14705882;100,0000000;NA; 99,91204925;NA;NA;NA;NA;NA;NA;NA
jourPeche;Volume maille; 99,98788906;NA; 98,1220657;100,0000000; 97,42647059;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
jourPeche;Volume récolté; 95,15562553;NA; 97,4178404;100,0000000; 97,27941176;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
pratPeche;Annee Premiere Peche; 34,04864092;NA; 18,3473389; 98,7620358; 98,91041162;100,0000000;NA; 99,97051887;NA;NA;NA;NA;NA;NA;NA
pratPeche;Autre Sites fréquentés;  0,57224607;NA; 11,9047619; 92,4346630; 93,94673123;100,0000000;NA; 99,94103774;NA;NA;NA;NA;NA;NA;NA
pratPeche;Autres types de peche;  1,03322206;NA; 43,8375350;  3,9889959; 77,11864407;100,0000000;NA; 99,88207547;NA;NA;NA;NA;NA;NA;NA
pratPeche;Choix des marées; 40,02543316;NA;  7,0028011;  2,2008253; 87,40920097;100,0000000;NA; 99,85259434;NA;NA;NA;NA;NA;NA;NA
pratPeche;Code Enquète; 97,71101574;NA;  0,0000000;  0,0000000;  0,00000000;100,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
pratPeche;Coefficient Maree Mini; 37,06882849;NA; 21,4285714; 21,8707015; 97,57869249;100,0000000;NA; 99,88207547;NA;NA;NA;NA;NA;NA;NA
pratPeche;Coefficient Maree NSP; 99,68208552;NA; 88,0952381; 81,4305365; 99,39467312;100,0000000;NA; 99,97051887;NA;NA;NA;NA;NA;NA;NA
pratPeche;Conformité outil(s); 98,83961214;NA; 27,7310924; 71,8019257; 67,67554479;100,0000000;NA; 67,74764151;NA;NA;NA;NA;NA;NA;NA
pratPeche;Connaissance Reglement;  0,33381021;NA; 13,3053221; 39,8899587; 35,71428571;100,0000000;NA; 99,91155660;NA;NA;NA;NA;NA;NA;NA
pratPeche;Départements; 71,88046416;NA; 42,8571429; 99,0371389; 94,79418886;100,0000000;NA; 99,94103774;NA;NA;NA;NA;NA;NA;NA
pratPeche;Espéces; 15,80034971;NA;  2,1008403;  0,1375516; 30,38740920; 79,0228448;NA;  1,44457547;NA;NA;NA;NA;NA;NA;NA
pratPeche;Espéces prélevées; 53,99777460;NA; 25,4901961; 93,2599725; 69,61259080;100,0000000;NA; 99,97051887;NA;NA;NA;NA;NA;NA;NA
pratPeche;Estimation Reglement; 56,31855031;NA;  7,0028011; 13,4800550; 25,18159806;100,0000000;NA; 99,82311321;NA;NA;NA;NA;NA;NA;NA
pratPeche;Frequence Declaree Peche; 94,84978541;NA; 93,6974790; 94,9105915; 99,75786925;100,0000000;NA; 99,97051887;NA;NA;NA;NA;NA;NA;NA
pratPeche;Frequence Indiquee; 98,87140359;NA; 96,7787115; 99,8624484;100,00000000;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
pratPeche;ID Fiche;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
pratPeche;Libellé Sortie;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
pratPeche;libelle_sortie;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
pratPeche;Milieu(x); 35,24082022;NA; 11,4845938; 53,5075653; 70,33898305; 96,0480240;NA; 65,47759434;NA;NA;NA;NA;NA;NA;NA
pratPeche;Mois de peche; 27,72214274;NA; 29,6918768; 97,9367263; 97,82082324;100,0000000;NA; 99,94103774;NA;NA;NA;NA;NA;NA;NA
pratPeche;Motivation(s); 42,55285328;NA;  5,1820728;  1,5130674; 80,75060533;100,0000000;NA; 99,85259434;NA;NA;NA;NA;NA;NA;NA
pratPeche;Nb Peches Annuelles; 41,12223812;NA;  6,0224090; 19,1196699; 91,28329298;100,0000000;NA; 99,91155660;NA;NA;NA;NA;NA;NA;NA
pratPeche;Nom sites; 67,81115880;NA; 45,9383754; 98,8995873; 94,43099274;100,0000000;NA; 99,94103774;NA;NA;NA;NA;NA;NA;NA
pratPeche;Outils ou techniques;  5,53171197;NA;  4,7619048;  2,6134801;  2,78450363;100,0000000;NA; 69,75235849;NA;NA;NA;NA;NA;NA;NA
pratPeche;Peche Chaque Annee;  0,50866317;NA;  7,1428571;  2,3383769; 73,36561743;100,0000000;NA; 99,82311321;NA;NA;NA;NA;NA;NA;NA
pratPeche;Péche du jour; 37,32316007;NA;  9,6638655; 94,7730399; 90,43583535;100,0000000;NA; 99,94103774;NA;NA;NA;NA;NA;NA;NA
pratPeche;Prélèvement annuel nombre;100,00000000;NA; 99,7198880;100,0000000; 99,87893462;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
pratPeche;Prélèvement annuel poids;100,00000000;NA; 99,7198880;100,0000000;100,00000000;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
pratPeche;Premiere Peche; 21,07773009;NA;  5,4621849; 67,4002751; 92,73607748;100,0000000;NA; 99,94103774;NA;NA;NA;NA;NA;NA;NA
prepPeche;Annuaire de marée;  0,01589320;NA;  2,7739251;  0,8219178;  2,64900662;100,0000000;NA; 99,82425308;NA;NA;NA;NA;NA;NA;NA
prepPeche;Code Enquète; 97,69548633;NA;  0,0000000;  0,0000000;  0,00000000;100,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
prepPeche;Connaissance Numéro Secours; 99,93642721;NA; 88,6269071;100,0000000; 91,94260486;100,0000000;NA; 99,94141769;NA;NA;NA;NA;NA;NA;NA
prepPeche;Constitution Groupe;  4,21169739;NA;  1,6643551; 10,5479452; 20,41942605;100,0000000;NA; 99,91212654;NA;NA;NA;NA;NA;NA;NA
prepPeche;Critéres choix site; 28,70311507;NA;  5,1317614;  2,4657534; 79,35982340;100,0000000;NA; 99,85354423;NA;NA;NA;NA;NA;NA;NA
prepPeche;Enquete Hors Panier;  0,85823268;NA; 14,7018031; 44,3835616; 49,55849890;  0,0000000;NA; 99,82425308;NA;NA;NA;NA;NA;NA;NA
prepPeche;Equipé Téléphone portable; 99,93642721;NA; 88,4882108;100,0000000; 91,94260486;100,0000000;NA; 99,94141769;NA;NA;NA;NA;NA;NA;NA
prepPeche;Etat Sanitaire;  0,06357279;NA;  2,6352288;  0,8219178;  7,50551876;100,0000000;NA; 99,82425308;NA;NA;NA;NA;NA;NA;NA
prepPeche;Heure Début; 21,24920534;NA; 10,2635229; 41,2328767;  3,53200883;100,0000000;NA; 99,91212654;NA;NA;NA;NA;NA;NA;NA
prepPeche;ID Fiche;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
prepPeche;Libellé Sortie;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
prepPeche;libelle_sortie;  0,00000000;NA;  0,0000000;  0,0000000;  0,00000000;  0,0000000;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
prepPeche;Nb adultes;  2,54291163;NA;  8,4604716; 35,3424658;  8,94039735;100,0000000;NA; 22,46631517;NA;NA;NA;NA;NA;NA;NA
prepPeche;Nb Depliants; 91,24284806;NA; 52,4271845; 76,8493151; 56,51214128; 54,8107387;NA; 42,91154071;NA;NA;NA;NA;NA;NA;NA
prepPeche;Nb enfants;  2,55880483;NA;  8,4604716; 35,3424658;  8,94039735;100,0000000;NA; 22,46631517;NA;NA;NA;NA;NA;NA;NA
prepPeche;Nb pecheurs groupe;  1,93897012;NA;  0,6934813;  0,9589041;  2,09713024;  2,8847757;NA;  0,00000000;NA;NA;NA;NA;NA;NA;NA
prepPeche;Nb Pecheurs Sensibilises; 98,61729180;NA;  8,1830791; 54,6575342; 48,78587196;  1,6174754;NA;  0,82015231;NA;NA;NA;NA;NA;NA;NA
prepPeche;Nb Reglettes; 43,83343929;NA; 10,6796117; 50,1369863;  3,53200883;  1,7508754;NA;  0,55653193;NA;NA;NA;NA;NA;NA;NA
prepPeche;Nb tous petits;100,00000000;NA;100,0000000;100,0000000;100,00000000;100,0000000;NA; 91,30052724;NA;NA;NA;NA;NA;NA;NA
prepPeche;Num Enquéte;  0,81055308;NA; 11,5117892; 54,6575342;  1,43487859;  0,0000000;NA; 77,88517868;NA;NA;NA;NA;NA;NA;NA
prepPeche;Numéro Secours;100,00000000;NA;100,0000000;100,0000000;100,00000000;100,0000000;NA;100,00000000;NA;NA;NA;NA;NA;NA;NA
prepPeche;Observateurs;  0,44500954;NA; 25,6588072;  0,8219178;  1,32450331;  2,7013507;NA;  2,05038079;NA;NA;NA;NA;NA;NA;NA
prepPeche;Observations; 93,80165289;NA; 92,5104022; 98,9041096; 93,81898455; 99,5997999;NA; 59,84182777;NA;NA;NA;NA;NA;NA;NA
prepPeche;Panier Complet;  0,89001907;NA; 23,8557559; 44,9315068; 49,66887417;  0,0000000;NA; 99,85354423;NA;NA;NA;NA;NA;NA;NA
prepPeche;Pecheur enqueté;  0,49268913;NA; 12,0665742; 44,5205479; 60,04415011;  0,0000000;NA; 16,78383128;NA;NA;NA;NA;NA;NA;NA
prepPeche;Pecheur Sensibilisé;  0,46090273;NA;  9,4313454;  1,7808219; 56,40176600;  0,0000000;NA;  4,71587581;NA;NA;NA;NA;NA;NA;NA
prepPeche;Source d'information; 25,07946599;NA; 62,8294036; 50,2739726; 71,74392936;100,0000000;NA; 99,94141769;NA;NA;NA;NA;NA;NA;NA
